year,sex,age,length
1980,Female,7,840
1980,Male,7,750
1980,Male,7,747
1980,Male,7,758
1980,Female,7,901
1980,Male,7,797
1980,Male,7,702
1980,Male,7,809
1980,Male,7,788
1980,Female,7,953
1980,Female,7,825
1980,Female,7,826
1980,Female,7,839
1980,Female,7,834
1980,Male,7,729
1980,Male,7,770
1980,Female,7,873
1980,Female,7,863
1980,Male,7,787
1980,Male,7,781
1980,Female,7,900
1980,Male,7,769
1980,Male,7,717
1980,Female,7,869
1980,Female,7,852
1981,Female,4,604
1981,Male,4,482
1981,Female,4,556
1981,Male,4,417
1981,Male,4,485
1981,Male,4,412
1981,Male,4,490
1981,Male,4,538
1981,Male,4,458
1981,Female,4,536
1981,Male,4,522
1981,Male,4,528
1981,Male,4,523
1981,Female,4,618
1981,Female,4,527
1981,Female,4,659
1981,Female,4,552
1981,Male,4,503
1981,Male,4,518
1981,Male,4,583
1981,Male,4,502
1981,Male,4,417
1981,Male,4,507
1981,Female,4,575
1981,Male,4,495
1981,Female,4,508
1981,Male,4,412
1981,Female,4,505
1981,Male,4,504
1981,Male,4,460
1981,Female,4,618
1981,Male,4,491
1981,Male,4,488
1981,Male,4,488
1981,Male,4,447
1981,Male,4,458
1981,Male,4,468
1981,Male,4,464
1981,Female,4,571
1981,Female,4,567
1981,Female,4,572
1981,Female,4,597
1981,Male,4,584
1981,Male,4,450
1981,Female,4,499
1981,Male,4,560
1981,Male,4,479
1981,Male,4,504
1981,Male,4,617
1981,Female,4,553
1981,Female,4,533
1981,Male,4,450
1981,Female,4,532
1981,Male,4,490
1981,Female,4,535
1981,Female,4,623
1981,Female,4,552
1981,Female,4,605
1981,Female,4,595
1981,Female,4,579
1981,Female,4,608
1981,Female,4,534
1981,Male,4,460
1981,Male,4,507
1981,Male,4,411
1981,Male,4,449
1981,Male,4,469
1981,Female,4,589
1981,Male,4,475
1981,Male,4,414
1981,Female,4,663
1981,Female,4,474
1981,Female,4,536
1981,Male,4,480
1981,Female,4,455
1981,Male,4,510
1981,Male,4,438
1981,Male,4,424
1981,Female,4,658
1981,Female,4,549
1981,Male,4,433
1981,Male,4,446
1981,Male,4,434
1981,Male,4,607
1981,Male,4,480
1981,Male,4,448
1981,Male,4,521
1981,Male,4,484
1981,Male,4,408
1981,Female,4,619
1981,Male,4,453
1981,Male,4,471
1981,Male,4,573
1981,Female,4,627
1981,Male,4,338
1981,Female,4,599
1981,Male,4,515
1981,Male,4,403
1981,Male,4,406
1981,Male,4,444
1981,Male,4,363
1981,Male,4,486
1981,Male,4,444
1981,Male,4,486
1981,Male,4,556
1981,Male,4,422
1981,Female,4,490
1981,Male,4,471
1981,Female,4,640
1981,Female,4,520
1981,Female,4,576
1981,Female,4,545
1981,Male,4,543
1981,Male,4,534
1981,Female,4,549
1981,Male,4,523
1981,Male,4,531
1981,Female,4,613
1981,Female,4,589
1981,Male,4,499
1981,Female,4,567
1981,Male,4,518
1981,Male,4,429
1981,Male,4,533
1981,Male,4,522
1981,Male,4,461
1981,Female,4,529
1981,Male,4,505
1981,Female,4,559
1981,Female,4,592
1981,Male,4,485
1981,Male,4,557
1981,Female,4,580
1981,Female,4,487
1981,Male,4,401
1981,Male,4,462
1981,Female,4,573
1981,Male,4,429
1981,Female,4,613
1981,Male,4,454
1981,Male,4,538
1981,Male,4,423
1981,Male,4,484
1981,Female,4,618
1981,Female,4,607
1981,Female,4,470
1981,Male,4,510
1981,Male,4,501
1981,Female,4,480
1981,Male,4,488
1981,Female,4,556
1981,Male,4,528
1981,Female,4,621
1981,Female,4,645
1981,Male,4,486
1981,Male,5,656
1981,Female,5,717
1981,Female,5,672
1981,Female,5,689
1981,Male,5,628
1981,Male,5,572
1981,Female,5,675
1981,Male,5,645
1981,Female,5,633
1981,Male,5,590
1981,Female,5,792
1981,Female,5,660
1981,Male,5,615
1981,Female,5,660
1981,Male,5,571
1981,Male,5,680
1981,Male,5,540
1981,Male,5,637
1981,Male,5,639
1981,Female,5,631
1981,Female,5,623
1981,Female,5,692
1981,Male,5,657
1981,Male,5,704
1981,Female,5,742
1981,Male,5,640
1981,Male,5,617
1981,Female,5,639
1981,Female,5,721
1981,Male,5,600
1981,Female,5,724
1981,Female,5,728
1981,Female,5,767
1981,Male,5,527
1981,Female,5,681
1981,Male,5,600
1981,Female,5,758
1981,Male,5,643
1981,Male,5,686
1981,Male,5,639
1981,Female,5,799
1981,Female,5,711
1981,Male,5,709
1981,Female,5,671
1981,Male,5,652
1981,Male,5,744
1981,Female,5,627
1981,Male,5,600
1981,Male,5,572
1981,Male,5,588
1981,Male,5,636
1981,Male,5,557
1981,Male,5,660
1981,Female,5,740
1981,Male,5,693
1981,Female,5,614
1981,Male,5,598
1981,Female,5,682
1981,Female,5,678
1981,Male,5,622
1981,Male,5,627
1981,Female,5,660
1981,Female,5,676
1981,Male,5,693
1981,Female,5,705
1981,Male,5,586
1981,Male,5,600
1981,Male,5,717
1981,Male,5,582
1981,Male,5,648
1981,Male,5,630
1981,Male,5,666
1981,Female,5,662
1981,Male,5,630
1981,Female,5,752
1981,Female,5,757
1981,Female,5,735
1981,Male,5,614
1981,Female,5,726
1981,Male,5,618
1981,Male,5,567
1981,Male,5,675
1981,Female,5,706
1981,Male,5,696
1981,Male,5,713
1981,Male,5,587
1981,Male,5,622
1981,Male,5,603
1981,Male,5,572
1981,Female,5,700
1981,Male,5,640
1981,Male,5,599
1981,Female,5,743
1981,Male,5,703
1981,Female,5,773
1981,Male,5,658
1981,Male,5,654
1981,Male,5,566
1981,Male,5,577
1981,Male,5,558
1981,Male,5,598
1981,Female,5,697
1981,Female,5,717
1981,Male,5,607
1981,Male,5,609
1981,Male,5,735
1981,Male,5,603
1981,Female,5,688
1981,Female,5,816
1981,Male,5,609
1981,Female,5,737
1981,Male,5,636
1981,Female,5,618
1981,Male,5,690
1981,Male,5,642
1981,Male,5,590
1981,Male,5,620
1981,Male,5,645
1981,Male,5,662
1981,Male,5,672
1981,Female,5,686
1981,Male,5,698
1981,Female,5,780
1981,Male,5,594
1981,Male,5,626
1981,Female,5,716
1981,Male,5,678
1981,Female,5,688
1981,Male,5,599
1981,Male,5,619
1981,Female,5,683
1981,Female,5,676
1981,Female,5,732
1981,Female,5,792
1981,Male,5,623
1981,Male,5,612
1981,Male,5,599
1981,Male,5,680
1981,Male,5,588
1981,Female,5,743
1981,Female,5,758
1981,Male,5,678
1981,Female,5,715
1981,Male,5,746
1981,Male,5,605
1981,Male,5,570
1981,Male,5,704
1981,Female,5,704
1981,Male,5,584
1981,Female,5,579
1981,Male,5,662
1981,Female,5,662
1981,Female,5,854
1981,Male,5,667
1981,Male,5,606
1981,Male,5,615
1981,Male,5,586
1981,Male,5,722
1981,Male,5,662
1981,Female,5,729
1981,Male,5,606
1981,Male,5,616
1981,Female,5,713
1981,Female,5,683
1981,Female,5,746
1981,Male,5,650
1981,Male,5,549
1981,Male,5,611
1981,Male,5,533
1981,Female,5,725
1981,Female,5,639
1981,Male,5,629
1981,Male,5,695
1981,Male,5,552
1981,Male,5,697
1981,Male,5,650
1981,Female,5,660
1981,Male,5,559
1981,Male,5,627
1981,Female,5,757
1981,Female,5,758
1981,Male,5,565
1981,Male,5,548
1981,Male,5,633
1981,Female,5,739
1981,Male,5,613
1981,Female,5,747
1981,Male,5,568
1981,Male,5,701
1981,Male,5,563
1981,Male,5,656
1981,Male,5,666
1981,Male,5,571
1981,Male,5,654
1981,Male,5,533
1981,Male,5,675
1981,Male,5,650
1981,Male,5,598
1981,Male,5,631
1981,Female,5,751
1981,Male,5,684
1981,Male,5,598
1981,Male,5,608
1981,Male,5,752
1981,Female,5,699
1981,Male,5,692
1981,Male,5,658
1981,Female,5,722
1981,Male,5,560
1981,Male,5,707
1981,Male,5,688
1981,Male,5,657
1981,Female,5,745
1981,Male,5,594
1981,Female,5,761
1981,Male,5,706
1981,Female,5,757
1981,Female,5,746
1981,Female,5,692
1981,Male,5,582
1981,Male,5,623
1981,Male,5,685
1981,Male,5,636
1981,Male,5,562
1981,Male,5,605
1981,Female,5,648
1981,Male,5,716
1981,Male,5,644
1981,Male,5,652
1981,Female,5,608
1981,Male,5,665
1981,Female,5,719
1981,Female,5,719
1981,Male,5,673
1981,Male,5,587
1981,Male,5,658
1981,Male,5,568
1981,Male,5,546
1981,Male,5,527
1981,Female,5,758
1981,Male,5,702
1981,Male,5,568
1981,Male,5,614
1981,Female,5,655
1981,Male,5,674
1981,Female,5,672
1981,Female,5,718
1981,Male,5,603
1981,Male,5,727
1981,Female,5,649
1981,Male,5,615
1981,Male,5,654
1981,Female,5,685
1981,Female,5,669
1981,Male,5,652
1981,Male,5,598
1981,Male,5,753
1981,Male,5,740
1981,Male,5,560
1981,Female,5,748
1981,Female,5,711
1981,Male,5,586
1981,Male,5,599
1981,Male,5,605
1981,Female,5,781
1981,Male,5,605
1981,Male,5,605
1981,Male,5,721
1981,Male,5,630
1981,Female,5,736
1981,Female,5,670
1981,Female,5,667
1981,Male,5,627
1981,Female,5,647
1981,Male,5,530
1981,Female,5,691
1981,Female,5,863
1981,Female,5,661
1981,Male,5,605
1981,Female,5,667
1981,Female,6,839
1981,Female,6,855
1981,Male,6,774
1981,Male,6,696
1981,Female,6,804
1981,Female,6,830
1981,Female,6,828
1981,Male,6,707
1981,Male,6,743
1981,Female,6,890
1981,Male,6,688
1981,Female,6,790
1981,Male,6,689
1981,Male,6,762
1981,Female,6,774
1981,Male,6,757
1981,Male,6,702
1981,Female,6,828
1981,Male,6,787
1981,Male,6,749
1981,Male,6,743
1981,Female,6,814
1981,Female,6,798
1981,Male,6,703
1981,Male,6,742
1981,Male,6,705
1981,Male,6,727
1981,Female,6,798
1981,Male,6,732
1981,Male,6,775
1981,Male,6,699
1981,Female,6,852
1981,Male,6,740
1981,Male,6,771
1981,Female,6,822
1981,Male,6,817
1981,Female,6,812
1981,Female,6,737
1981,Male,6,736
1981,Male,6,728
1981,Female,6,781
1981,Male,6,706
1981,Male,6,773
1981,Female,6,797
1981,Male,6,746
1981,Male,6,620
1981,Female,6,894
1981,Male,6,763
1981,Female,6,849
1981,Female,6,867
1981,Female,6,867
1981,Female,6,787
1981,Male,6,705
1981,Male,6,811
1981,Female,6,782
1981,Male,6,721
1981,Male,6,747
1981,Female,6,831
1981,Male,6,750
1981,Female,6,894
1981,Male,6,745
1981,Female,6,771
1981,Male,6,691
1981,Male,6,751
1981,Female,6,959
1981,Male,6,690
1981,Male,6,623
1981,Female,6,785
1981,Female,6,908
1981,Male,6,769
1981,Female,6,788
1981,Male,6,823
1981,Female,6,774
1981,Female,6,909
1981,Male,6,787
1981,Female,6,711
1981,Male,6,747
1981,Female,6,807
1981,Female,6,807
1981,Female,6,835
1981,Female,6,740
1981,Male,6,742
1981,Male,6,661
1981,Male,6,708
1981,Male,6,824
1981,Female,6,745
1981,Male,6,755
1981,Female,6,794
1981,Female,6,871
1981,Male,6,765
1981,Male,6,627
1981,Male,6,773
1981,Male,6,768
1981,Female,6,750
1981,Male,6,744
1981,Female,6,710
1981,Female,6,744
1981,Male,6,623
1981,Male,6,666
1981,Male,6,767
1981,Female,6,778
1981,Female,6,804
1981,Male,6,756
1981,Male,6,725
1981,Male,6,788
1981,Female,6,900
1981,Female,6,840
1981,Male,6,729
1981,Male,6,782
1981,Male,6,677
1981,Female,6,899
1981,Female,6,834
1981,Female,6,806
1981,Female,6,789
1981,Female,6,853
1981,Female,6,854
1981,Female,6,768
1981,Female,6,847
1981,Male,6,715
1981,Male,6,757
1981,Male,6,687
1981,Male,6,783
1981,Male,6,682
1981,Female,6,853
1981,Female,6,792
1981,Male,6,734
1981,Male,6,721
1981,Female,6,753
1981,Male,6,731
1981,Male,6,645
1981,Female,6,792
1981,Female,6,780
1981,Male,6,714
1981,Female,6,877
1981,Female,6,808
1981,Female,6,799
1981,Male,6,682
1981,Female,6,847
1981,Male,6,769
1981,Female,6,859
1981,Female,6,839
1981,Female,6,820
1981,Female,6,811
1981,Female,6,767
1981,Male,6,729
1981,Female,6,782
1981,Male,6,841
1981,Male,6,755
1981,Male,6,666
1981,Female,6,839
1981,Male,6,798
1981,Male,6,677
1981,Female,6,769
1981,Female,6,804
1981,Male,6,713
1981,Male,6,773
1981,Female,6,838
1981,Female,6,811
1981,Male,6,781
1981,Male,6,685
1981,Male,6,706
1981,Male,6,675
1981,Male,6,643
1981,Male,6,758
1981,Male,6,634
1981,Male,6,736
1981,Female,6,732
1981,Male,6,784
1981,Female,6,876
1981,Female,6,878
1981,Male,6,708
1981,Female,6,797
1981,Female,6,810
1981,Female,6,833
1981,Female,6,852
1981,Male,6,685
1981,Female,6,857
1981,Male,6,767
1981,Female,6,833
1981,Female,6,821
1981,Male,6,713
1981,Male,6,809
1981,Female,6,799
1981,Male,6,705
1981,Female,6,758
1981,Male,6,784
1981,Male,6,746
1981,Male,6,766
1981,Male,6,740
1981,Female,6,797
1981,Male,6,749
1981,Female,6,793
1981,Female,6,736
1981,Male,6,773
1981,Female,6,834
1981,Female,6,809
1981,Female,6,865
1981,Male,6,684
1981,Female,6,762
1981,Female,6,848
1981,Male,6,722
1981,Male,6,777
1981,Female,6,854
1981,Female,6,796
1981,Female,6,780
1981,Male,6,707
1981,Female,6,778
1981,Male,6,708
1981,Male,6,774
1981,Male,6,758
1981,Male,6,721
1981,Male,6,704
1981,Female,6,909
1981,Female,6,792
1981,Female,6,835
1981,Male,6,734
1981,Male,6,855
1981,Male,6,728
1981,Male,6,716
1981,Male,6,741
1981,Male,6,735
1981,Female,6,891
1981,Male,6,679
1981,Female,6,851
1981,Male,6,756
1981,Male,6,714
1981,Male,6,727
1981,Female,6,810
1981,Female,6,806
1981,Male,6,723
1981,Female,6,779
1981,Female,6,875
1981,Male,6,795
1981,Female,6,832
1981,Female,6,701
1981,Male,6,734
1981,Male,6,729
1981,Male,6,707
1981,Female,6,739
1981,Female,6,753
1981,Female,6,867
1981,Male,6,714
1981,Male,6,743
1981,Male,6,721
1981,Male,6,680
1981,Female,6,869
1981,Male,6,776
1981,Female,6,828
1981,Female,6,756
1981,Male,6,707
1981,Male,6,844
1981,Male,6,737
1981,Female,6,825
1981,Male,6,692
1981,Female,6,873
1981,Female,6,800
1981,Female,6,776
1981,Female,6,894
1981,Male,6,713
1981,Female,6,884
1981,Male,6,687
1981,Male,6,747
1981,Female,6,864
1981,Female,6,824
1981,Male,6,645
1981,Female,6,823
1981,Female,6,737
1981,Male,6,721
1981,Male,6,795
1981,Female,6,894
1981,Male,6,636
1981,Female,6,774
1981,Female,6,837
1981,Male,6,681
1981,Male,6,776
1981,Female,6,735
1981,Male,6,711
1981,Male,6,722
1981,Male,6,738
1981,Male,6,725
1981,Female,6,795
1981,Male,6,769
1981,Female,6,752
1981,Female,6,824
1981,Female,6,833
1981,Male,6,706
1981,Male,6,714
1981,Female,6,816
1981,Male,6,719
1981,Male,6,701
1981,Male,6,739
1981,Female,6,779
1981,Male,6,801
1981,Female,6,860
1981,Male,6,766
1981,Male,6,692
1981,Female,6,842
1981,Female,6,808
1981,Female,6,744
1981,Male,6,686
1981,Male,6,787
1981,Male,6,653
1981,Male,6,778
1981,Male,6,812
1981,Male,6,797
1981,Female,6,793
1981,Female,6,811
1981,Female,6,829
1981,Male,6,714
1981,Male,6,781
1981,Female,6,834
1981,Female,6,735
1981,Male,6,760
1981,Male,6,734
1981,Male,6,639
1981,Female,6,755
1981,Male,6,758
1981,Male,6,651
1981,Female,6,845
1981,Female,6,870
1981,Female,6,771
1981,Male,7,752
1981,Female,7,804
1981,Female,7,840
1981,Female,7,837
1981,Female,7,872
1981,Female,7,843
1981,Female,7,965
1981,Female,7,927
1981,Female,7,892
1981,Male,7,804
1981,Male,7,819
1981,Female,7,877
1981,Male,7,746
1981,Female,7,959
1981,Female,7,825
1981,Male,7,780
1981,Male,7,749
1981,Male,7,765
1981,Female,7,882
1981,Male,7,720
1981,Female,7,936
1981,Female,7,793
1981,Male,7,766
1981,Male,7,740
1981,Male,7,743
1981,Female,7,832
1981,Male,7,824
1981,Female,7,868
1981,Male,7,828
1981,Male,7,842
1981,Male,7,670
1981,Female,7,861
1981,Female,7,881
1981,Male,7,828
1981,Male,7,830
1981,Male,7,875
1981,Female,7,876
1981,Female,7,873
1981,Male,7,905
1981,Female,7,897
1981,Male,7,761
1981,Male,7,834
1981,Female,7,888
1981,Female,7,867
1981,Female,7,840
1981,Male,7,804
1981,Female,7,848
1981,Female,7,906
1981,Female,7,859
1981,Female,7,833
1981,Female,7,934
1981,Male,7,818
1981,Male,7,779
1981,Female,7,872
1981,Male,7,820
1981,Male,7,843
1981,Male,7,784
1981,Female,7,956
1981,Male,7,787
1981,Female,7,838
1981,Female,7,814
1981,Male,7,851
1982,Male,4,509
1982,Male,4,419
1982,Male,4,421
1982,Male,4,501
1982,Male,4,475
1982,Male,4,512
1982,Female,4,533
1982,Female,4,546
1982,Male,4,504
1982,Male,4,437
1982,Male,4,450
1982,Male,4,490
1982,Male,4,563
1982,Male,4,463
1982,Male,4,493
1982,Male,4,536
1982,Male,4,392
1982,Female,4,534
1982,Male,4,455
1982,Female,4,490
1982,Male,4,474
1982,Male,4,513
1982,Male,4,449
1982,Male,4,477
1982,Female,4,515
1982,Female,4,641
1982,Male,4,444
1982,Male,4,461
1982,Male,4,523
1982,Male,4,478
1982,Female,4,573
1982,Male,4,379
1982,Male,4,428
1982,Male,4,364
1982,Male,4,574
1982,Male,4,536
1982,Male,4,521
1982,Male,4,379
1982,Male,4,436
1982,Male,4,546
1982,Female,4,654
1982,Male,4,446
1982,Male,4,523
1982,Male,4,454
1982,Male,4,484
1982,Male,4,567
1982,Male,4,419
1982,Male,4,546
1982,Male,4,430
1982,Male,4,464
1982,Male,4,475
1982,Male,4,564
1982,Male,4,429
1982,Male,4,533
1982,Male,4,477
1982,Male,4,509
1982,Male,4,508
1982,Female,4,593
1982,Male,4,513
1982,Male,4,384
1982,Male,4,491
1982,Male,4,540
1982,Male,4,413
1982,Male,4,514
1982,Female,4,517
1982,Male,4,596
1982,Male,4,445
1982,Male,4,457
1982,Male,4,440
1982,Male,4,468
1982,Male,4,489
1982,Female,4,573
1982,Male,4,434
1982,Male,4,416
1982,Male,4,407
1982,Male,4,496
1982,Male,4,437
1982,Male,4,369
1982,Male,4,469
1982,Male,4,456
1982,Male,4,491
1982,Female,4,522
1982,Female,4,528
1982,Male,4,563
1982,Male,4,455
1982,Male,4,432
1982,Male,4,451
1982,Female,4,535
1982,Male,4,466
1982,Male,4,515
1982,Male,4,491
1982,Male,4,499
1982,Male,4,417
1982,Female,4,546
1982,Female,4,493
1982,Male,4,511
1982,Male,4,477
1982,Male,4,522
1982,Male,4,473
1982,Male,4,503
1982,Male,4,459
1982,Male,4,392
1982,Male,4,487
1982,Male,4,539
1982,Male,4,497
1982,Male,4,469
1982,Male,4,506
1982,Male,4,517
1982,Male,4,462
1982,Male,4,484
1982,Female,4,529
1982,Male,4,453
1982,Male,4,414
1982,Male,4,586
1982,Female,4,646
1982,Female,4,610
1982,Male,4,484
1982,Male,4,497
1982,Male,4,435
1982,Male,4,446
1982,Female,4,606
1982,Male,4,483
1982,Male,4,490
1982,Male,4,424
1982,Female,4,452
1982,Male,4,445
1982,Male,4,487
1982,Male,4,547
1982,Male,4,376
1982,Male,4,479
1982,Male,4,482
1982,Male,4,530
1982,Female,4,618
1982,Male,4,457
1982,Male,4,476
1982,Male,4,497
1982,Male,4,493
1982,Male,4,441
1982,Male,4,480
1982,Male,4,414
1982,Male,4,407
1982,Male,4,453
1982,Male,4,451
1982,Female,4,488
1982,Male,4,540
1982,Male,4,520
1982,Male,4,468
1982,Male,4,548
1982,Female,4,601
1982,Female,5,685
1982,Male,5,673
1982,Female,5,721
1982,Male,5,624
1982,Male,5,633
1982,Male,5,591
1982,Female,5,821
1982,Male,5,593
1982,Male,5,579
1982,Female,5,683
1982,Male,5,651
1982,Male,5,645
1982,Male,5,567
1982,Female,5,748
1982,Male,5,573
1982,Female,5,713
1982,Male,5,639
1982,Female,5,703
1982,Female,5,714
1982,Female,5,720
1982,Female,5,667
1982,Female,5,755
1982,Male,5,625
1982,Male,5,637
1982,Male,5,653
1982,Female,5,766
1982,Male,5,623
1982,Male,5,687
1982,Female,5,664
1982,Male,5,563
1982,Female,5,753
1982,Female,5,748
1982,Male,5,604
1982,Female,5,716
1982,Male,5,653
1982,Female,5,674
1982,Female,5,667
1982,Male,5,662
1982,Male,5,600
1982,Female,5,763
1982,Female,5,770
1982,Male,5,612
1982,Male,5,658
1982,Male,5,572
1982,Female,5,727
1982,Female,5,558
1982,Male,5,550
1982,Male,5,648
1982,Male,5,612
1982,Male,5,626
1982,Male,5,625
1982,Female,5,762
1982,Female,5,687
1982,Female,5,695
1982,Female,5,631
1982,Male,5,705
1982,Female,5,667
1982,Female,5,741
1982,Female,5,831
1982,Male,5,697
1982,Female,5,702
1982,Female,5,699
1982,Female,5,552
1982,Female,5,800
1982,Male,5,604
1982,Female,5,703
1982,Male,5,735
1982,Male,5,681
1982,Male,5,736
1982,Male,5,691
1982,Male,5,746
1982,Male,5,650
1982,Female,5,662
1982,Female,5,643
1982,Male,5,647
1982,Male,5,706
1982,Male,5,698
1982,Female,5,641
1982,Male,5,667
1982,Male,5,612
1982,Male,5,595
1982,Male,5,597
1982,Male,5,635
1982,Female,5,677
1982,Male,5,633
1982,Female,5,742
1982,Male,5,631
1982,Male,5,559
1982,Male,5,616
1982,Female,5,741
1982,Female,5,766
1982,Male,5,617
1982,Male,5,638
1982,Male,5,705
1982,Male,5,635
1982,Male,5,643
1982,Male,5,612
1982,Male,5,705
1982,Male,5,574
1982,Male,5,722
1982,Male,5,670
1982,Female,5,705
1982,Male,5,633
1982,Female,5,675
1982,Male,5,590
1982,Female,5,783
1982,Female,5,713
1982,Female,5,759
1982,Male,5,684
1982,Male,5,704
1982,Female,5,791
1982,Male,5,601
1982,Male,5,601
1982,Male,5,705
1982,Male,5,543
1982,Male,5,641
1982,Male,5,634
1982,Male,5,596
1982,Male,5,664
1982,Female,5,652
1982,Female,5,712
1982,Female,5,722
1982,Male,5,601
1982,Male,5,769
1982,Male,5,581
1982,Female,5,781
1982,Male,5,563
1982,Male,5,599
1982,Female,5,614
1982,Female,5,760
1982,Female,5,603
1982,Male,5,594
1982,Male,5,695
1982,Male,5,627
1982,Female,5,758
1982,Male,5,654
1982,Male,5,655
1982,Female,5,709
1982,Male,5,603
1982,Female,5,795
1982,Female,5,748
1982,Female,5,728
1982,Male,5,596
1982,Female,5,732
1982,Female,5,702
1982,Female,5,782
1982,Male,5,672
1982,Male,5,665
1982,Female,5,756
1982,Male,5,673
1982,Female,5,649
1982,Male,5,656
1982,Male,5,602
1982,Male,5,628
1982,Male,5,629
1982,Female,5,701
1982,Male,5,684
1982,Male,5,580
1982,Female,5,679
1982,Male,5,650
1982,Male,5,600
1982,Female,5,759
1982,Male,5,775
1982,Female,5,645
1982,Male,5,560
1982,Male,5,502
1982,Female,5,743
1982,Female,5,687
1982,Male,5,637
1982,Female,5,794
1982,Male,5,637
1982,Male,5,560
1982,Male,5,660
1982,Female,5,651
1982,Male,5,697
1982,Female,5,664
1982,Male,5,668
1982,Male,5,657
1982,Female,5,656
1982,Male,5,602
1982,Female,5,749
1982,Female,5,773
1982,Male,5,642
1982,Male,5,668
1982,Male,5,610
1982,Male,5,556
1982,Male,5,637
1982,Female,5,692
1982,Male,5,631
1982,Male,5,561
1982,Female,5,615
1982,Male,5,588
1982,Female,5,713
1982,Male,5,660
1982,Female,5,651
1982,Male,5,705
1982,Female,5,759
1982,Male,5,577
1982,Male,5,621
1982,Female,5,745
1982,Female,5,797
1982,Male,5,619
1982,Female,5,774
1982,Male,5,654
1982,Male,5,625
1982,Male,5,592
1982,Male,5,534
1982,Male,5,669
1982,Male,5,597
1982,Male,5,595
1982,Male,5,683
1982,Male,5,592
1982,Female,5,748
1982,Male,5,704
1982,Male,5,605
1982,Female,5,647
1982,Male,5,582
1982,Female,5,719
1982,Female,5,688
1982,Male,5,625
1982,Male,5,654
1982,Female,5,694
1982,Male,5,724
1982,Male,5,575
1982,Male,5,700
1982,Female,5,764
1982,Male,5,558
1982,Male,5,572
1982,Male,5,570
1982,Male,5,637
1982,Female,5,736
1982,Female,5,739
1982,Male,5,629
1982,Male,5,607
1982,Female,5,781
1982,Male,5,662
1982,Male,5,683
1982,Male,5,692
1982,Male,5,726
1982,Female,5,639
1982,Male,5,563
1982,Female,5,641
1982,Male,5,672
1982,Male,5,636
1982,Male,5,534
1982,Female,5,760
1982,Male,5,744
1982,Female,5,688
1982,Female,5,618
1982,Female,5,730
1982,Female,5,723
1982,Male,5,640
1982,Female,5,664
1982,Female,5,706
1982,Female,5,720
1982,Male,5,556
1982,Male,5,574
1982,Female,5,691
1982,Female,5,704
1982,Male,5,592
1982,Male,5,728
1982,Male,5,693
1982,Male,5,647
1982,Female,5,723
1982,Male,5,685
1982,Female,5,697
1982,Male,5,615
1982,Male,5,631
1982,Male,5,700
1982,Female,5,697
1982,Female,5,693
1982,Female,5,810
1982,Female,5,642
1982,Male,5,609
1982,Male,5,525
1982,Male,5,719
1982,Female,5,673
1982,Male,5,593
1982,Female,5,730
1982,Male,5,566
1982,Male,5,699
1982,Male,5,668
1982,Male,5,677
1982,Female,5,709
1982,Female,5,600
1982,Male,5,613
1982,Male,5,631
1982,Male,5,583
1982,Male,5,716
1982,Male,5,642
1982,Female,5,751
1982,Male,5,653
1982,Female,5,674
1982,Female,5,678
1982,Female,5,691
1982,Male,5,804
1982,Female,5,747
1982,Female,5,853
1982,Male,5,595
1982,Male,5,656
1982,Male,5,570
1982,Male,5,618
1982,Male,5,615
1982,Female,5,726
1982,Male,5,624
1982,Female,5,749
1982,Male,5,521
1982,Male,5,663
1982,Female,5,731
1982,Female,5,657
1982,Female,5,720
1982,Female,5,691
1982,Male,5,575
1982,Male,5,668
1982,Male,5,744
1982,Male,5,611
1982,Male,5,575
1982,Female,5,695
1982,Male,5,731
1982,Female,5,733
1982,Male,5,615
1982,Female,5,711
1982,Female,5,665
1982,Female,5,719
1982,Male,5,571
1982,Female,5,685
1982,Male,5,606
1982,Male,5,618
1982,Female,5,759
1982,Male,5,651
1982,Male,5,608
1982,Male,5,605
1982,Female,5,664
1982,Male,5,637
1982,Male,5,727
1982,Female,5,694
1982,Male,5,689
1982,Female,5,684
1982,Male,5,587
1982,Male,5,656
1982,Female,5,704
1982,Male,5,576
1982,Male,5,669
1982,Male,5,678
1982,Male,5,643
1982,Male,5,655
1982,Male,5,683
1982,Female,5,661
1982,Female,5,654
1982,Male,5,656
1982,Male,5,550
1982,Female,5,686
1982,Female,5,704
1982,Female,5,703
1982,Male,5,616
1982,Male,5,633
1982,Female,5,732
1982,Male,5,629
1982,Female,5,685
1982,Female,5,708
1982,Female,5,734
1982,Female,5,694
1982,Female,5,669
1982,Female,5,637
1982,Male,5,616
1982,Female,5,683
1982,Female,5,717
1982,Female,5,622
1982,Male,5,690
1982,Male,5,635
1982,Female,5,742
1982,Male,5,695
1982,Female,5,709
1982,Female,5,660
1982,Female,5,754
1982,Female,5,737
1982,Female,5,801
1982,Male,5,620
1982,Male,5,603
1982,Female,5,783
1982,Female,5,788
1982,Male,5,517
1982,Female,5,657
1982,Male,5,703
1982,Female,5,724
1982,Female,5,695
1982,Male,5,642
1982,Female,5,665
1982,Female,5,653
1982,Male,5,602
1982,Male,5,686
1982,Female,5,774
1982,Female,5,722
1982,Female,5,713
1982,Female,5,690
1982,Male,5,589
1982,Male,5,702
1982,Female,5,703
1982,Female,5,743
1982,Male,5,659
1982,Female,5,661
1982,Female,5,760
1982,Male,5,669
1982,Male,5,620
1982,Male,5,691
1982,Male,5,586
1982,Female,5,747
