event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,location-error-text,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
260309193,TRUE,1998-09-28 11-10-00,14.28608217,45.92150255,aa,detonations nearby?,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444641.6142,5085573.717,33N
260309194,TRUE,1998-09-30 13-15-00,14.33600727,45.92427794,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448515.4515,5085848.635,33N
260309195,TRUE,1998-10-01 10-45-00,14.33110717,45.90287959,ii,"disturbed bear, suddenly U6-7 then bear was active",4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448115.5716,5083474.348,33N
260309196,TRUE,1998-10-05 12-10-00,14.2827515,45.90483576,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444366.6967,5083724.273,33N
260309197,TRUE,1998-10-06 09-40-00,14.27167355,45.91421339,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,443516.9517,5084773.958,33N
260309198,TRUE,1998-10-07 11-50-00,14.28147725,45.90370303,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444266.7267,5083599.31,33N
260309199,TRUE,1998-10-08 14-15-00,14.28150627,45.90145375,ii,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444266.7267,5083349.385,33N
260309200,TRUE,1998-10-09 08-10-00,14.29421917,45.91525464,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,445266.4266,5084873.928,33N
260309201,TRUE,1998-10-12 11-00-00,14.27261971,45.91579403,ii,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,443591.9292,5084948.905,33N
260309202,TRUE,1998-10-15 13-50-00,14.29162114,45.91681318,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,445066.4866,5085048.875,33N
260309203,TRUE,1998-10-17 15-30-00,14.30657118,45.932651,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,446241.1341,5086798.35,33N
260309204,TRUE,1998-10-20 10-30-00,14.32223858,45.91677393,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,447440.7741,5085023.883,33N
260309205,TRUE,1998-10-21 15-30-00,14.35754424,45.90145667,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450164.9565,5083299.4,33N
260309206,TRUE,1998-10-26 10-45-00,14.35355283,45.91223153,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449865.0465,5084499.04,33N
260309207,TRUE,1998-10-27 15-45-00,14.35225081,45.91334888,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449765.0765,5084624.003,33N
260309208,TRUE,1998-10-28 10-20-00,14.36262695,45.9077836,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450564.8365,5083999.19,33N
260309209,TRUE,1998-10-30 12-30-00,14.3656114,45.90037701,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450789.769,5083174.438,33N
260309210,TRUE,1998-10-31 16-20-00,14.30624882,45.93264904,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,446216.1416,5086798.35,33N
260309211,TRUE,1998-11-04 09-40-00,14.36391066,45.90824064,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450664.8065,5084049.175,33N
260309212,TRUE,1998-11-05 10-00-00,14.36037923,45.9070962,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450389.889,5083924.213,33N
260309213,TRUE,1998-11-07 15-00-00,14.3624129,45.8983347,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450539.844,5082949.505,33N
260309214,TRUE,1998-11-08 14-00-00,14.36365784,45.90216571,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450639.814,5083374.378,33N
260309215,TRUE,1998-11-11 15-10-00,14.48060422,45.90343194,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,459712.0912,5083449.355,33N
260309216,TRUE,1998-11-13 16-45-00,14.36355759,45.91093802,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450639.814,5084349.085,33N
260309217,TRUE,1998-11-16 14-30-00,14.35654134,45.90460026,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450089.979,5083649.295,33N
260309218,TRUE,1998-11-17 18-15-00,14.36491065,45.90532192,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450739.784,5083724.273,33N
260309219,TRUE,1998-11-20 20-00-00,14.3588407,45.90078911,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450264.9265,5083224.423,33N
260309220,TRUE,1998-11-26 14-30-00,14.28374004,45.8780734,ii,at 22:00 active and closer to road,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444416.6817,5080750.165,33N
260309221,TRUE,1998-11-27 14-00-00,14.28310465,45.87739457,ii,tracks of female + cubs going in doline as well,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444366.6967,5080675.188,33N
260309222,TRUE,1998-11-30 14-45-00,14.35877596,45.90641238,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450264.9265,5083849.235,33N
260309223,TRUE,1998-12-01 13-05-00,14.35877596,45.90641238,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450264.9265,5083849.235,33N
260309224,TRUE,1998-12-08 15-10-00,14.35552791,45.90864356,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5084099.16,33N
260309225,TRUE,1998-12-11 09-45-00,14.35585793,45.90797059,ii,old bear tracks nearby,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450039.994,5084024.183,33N
260309226,TRUE,1998-12-14 15-00-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309227,TRUE,1998-12-16 16-45-00,14.35554092,45.90751891,ii,winterden,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309228,TRUE,1998-12-17 11-10-00,14.35554092,45.90751891,nm,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309229,TRUE,1998-12-18 13-00-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309230,TRUE,1998-12-22 13-45-00,14.35554092,45.90751891,ii,winterden,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309231,TRUE,1998-12-23 15-45-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309232,TRUE,1999-01-07 11-25-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309233,TRUE,1999-01-14 08-55-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309234,TRUE,1999-01-19 09-10-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309235,TRUE,1999-01-21 08-15-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309236,TRUE,1999-01-25 10-00-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309237,TRUE,1999-01-26 09-10-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309238,TRUE,1999-02-01 09-50-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309239,TRUE,1999-02-06 09-20-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309240,TRUE,1999-02-09 11-00-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309241,TRUE,1999-02-13 10-20-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309242,TRUE,1999-02-23 09-05-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309243,TRUE,1999-02-27 11-05-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309244,TRUE,1999-03-04 10-10-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309245,TRUE,1999-03-06 08-25-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309246,TRUE,1999-03-11 14-00-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309247,TRUE,1999-03-15 10-20-00,14.35554092,45.90751891,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309248,TRUE,1999-03-18 08-55-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309249,TRUE,1999-03-23 14-15-00,14.35554092,45.90751891,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309250,TRUE,1999-03-27 09-55-00,14.35554092,45.90751891,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309251,TRUE,1999-03-30 08-50-00,14.35554092,45.90751891,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450015.0015,5083974.198,33N
260309252,TRUE,1999-04-06 15-20-00,14.33591333,45.93215045,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448515.4515,5086723.372,33N
260309253,TRUE,1999-04-10 13-30-00,14.34141991,45.92993288,ii,bones and fell of a deer on railway,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448940.324,5086473.447,33N
260309254,TRUE,1999-04-14 11-55-00,14.33623568,45.93215232,ii,"beech trees are green, first cuckoo",3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448540.444,5086723.372,33N
260309255,TRUE,1999-04-17 11-45-00,14.34402513,45.92769842,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449140.264,5086223.522,33N
260309256,TRUE,1999-04-19 13-25-00,14.34631311,45.92501219,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449315.2115,5085923.612,33N
260309257,TRUE,1999-04-21 20-30-00,14.34565527,45.92613315,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449265.2265,5086048.575,33N
260309258,TRUE,1999-05-03 13-00-00,14.34565527,45.92613315,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449265.2265,5086048.575,33N
260309259,TRUE,1999-05-06 14-00-00,14.34532237,45.92703102,ii,she is next to railway,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449240.234,5086148.545,33N
260309260,TRUE,1999-05-11 20-15-00,14.28952395,45.92962201,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444916.5317,5086473.447,33N
260309261,TRUE,1999-05-14 15-10-00,14.28117237,45.92732033,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444266.7267,5086223.522,33N
260309262,TRUE,1999-05-18 14-55-00,14.28599272,45.92847528,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444641.6142,5086348.485,33N
260309263,TRUE,1999-06-01 19-55-00,14.28694529,45.92960595,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444716.5917,5086473.447,33N
260309264,TRUE,1999-06-08 15-00-00,14.28612256,45.91835358,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444641.6142,5085223.823,33N
260309265,TRUE,1999-06-10 12-35-00,14.27116745,45.90363773,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,443466.9667,5083599.31,33N
260309266,TRUE,1999-06-14 14-00-00,14.28096355,45.89357724,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444216.7417,5082474.648,33N
260309267,TRUE,1999-06-18 21-20-00,14.28462684,45.90934642,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444516.6517,5084224.123,33N
260309268,TRUE,1999-06-22 18-10-00,14.28378566,45.92463741,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444466.6667,5085923.612,33N
260309269,TRUE,1999-06-24 08-20-00,14.29658399,45.93214007,ii,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,445466.3666,5086748.365,33N
260309270,TRUE,1999-06-29 19-25-00,14.28933087,45.9194983,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444891.5392,5085348.785,33N
260309271,TRUE,1999-07-01 13-55-00,14.29863508,45.89728621,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,445591.3291,5082874.528,33N
260309272,TRUE,1999-07-06 13-50-00,14.27205578,45.88497289,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,443516.9517,5081524.933,33N
260309273,TRUE,1999-07-13 21-40-00,14.28437531,45.92891505,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444516.6517,5086398.47,33N
260309274,TRUE,1999-07-14 08-20-00,14.28436085,45.93003968,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444516.6517,5086523.432,33N
260309275,TRUE,1999-07-27 08-30-00,14.28275497,45.92957972,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444391.6892,5086473.447,33N
260309276,TRUE,1999-07-29 17-00-00,14.28665179,45.92735467,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444691.5992,5086223.522,33N
260309277,TRUE,1999-07-30 19-00-00,14.33445761,45.9190952,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448390.4891,5085273.808,33N
260309278,TRUE,1999-09-15 10-20-00,14.28318369,45.89629054,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444391.6892,5082774.558,33N
260309279,TRUE,1999-09-23 20-10-00,14.29672897,45.92066879,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,445466.3666,5085473.748,33N
260309281,TRUE,1994-03-26 00-00-00,14.29707398,45.91887136,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,445491.3591,5085273.808,33N
260309282,TRUE,1994-03-27 07-00-00,14.33293249,45.91188807,aa,,1,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,448265.5266,5084474.048,33N
260309283,TRUE,1994-04-02 12-15-00,14.27803381,45.92077715,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,444016.8017,5085498.74,33N
260309284,TRUE,1994-04-03 15-00-00,14.27803381,45.92077715,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,444016.8017,5085498.74,33N
260309285,TRUE,1994-04-05 20-00-00,14.2754175,45.92368487,aa,,2,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,443816.8617,5085823.642,33N
260309286,TRUE,1994-04-06 12-30-00,14.27700853,45.92526956,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,443941.8242,5085998.59,33N
260309287,TRUE,1994-04-07 12-30-00,14.27433357,45.90793185,aa,Wiederfang in Rakek (Pranger) um 20:15,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,443716.8917,5084074.168,33N
260309288,TRUE,1994-04-08 11-00-00,14.3012004,45.87255785,aa,,3,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,445766.2766,5080125.353,33N
260309289,TRUE,1994-04-13 11-00-00,14.3025053,45.87121614,aa,,3,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,445866.2466,5079975.398,33N
260309290,TRUE,1994-04-14 11-00-00,14.3025053,45.87121614,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,445866.2466,5079975.398,33N
260309291,TRUE,1994-04-15 09-30-00,14.3025053,45.87121614,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,445866.2466,5079975.398,33N
260309292,TRUE,1994-04-17 11-00-00,14.27544678,45.92143561,aa,"feeding on beech buds, person searching for antlers comes by - no reaction",4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,443816.8617,5085573.717,33N
260309293,TRUE,1994-04-18 14-00-00,14.30186131,45.87121221,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,445816.2616,5079975.398,33N
260309294,TRUE,1994-04-19 14-00-00,14.31365803,45.8546376,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,446715.9916,5078125.953,33N
260309295,TRUE,1994-04-24 17-20-00,14.27040227,45.91285561,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,443416.9817,5084624.003,33N
260309296,TRUE,1994-04-27 13-00-00,14.31332782,45.85531045,ia,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,446690.9991,5078200.93,33N
260309297,TRUE,1994-05-06 14-00-00,14.30249686,45.87189093,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,445866.2466,5080050.375,33N
260309298,TRUE,1994-05-12 16-30-00,14.27689662,45.90907282,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,443916.8317,5084199.13,33N
260309299,TRUE,1994-05-16 15-30-00,14.31037507,45.85979162,aa,,4,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,446466.0666,5078700.78,33N
260309300,TRUE,1994-05-29 11-40-00,14.33364548,45.85228149,aa,,3,radio-transmitter,Ursus arctos,clio,clio,Brown bear Slovenia 1993-1999,448265.5266,5077851.035,33N
260309302,TRUE,1998-08-31 14-00-00,14.77020585,45.36921213,aa,"capture, bear stuck with head in yellow oil drum",4,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,482005.4005,5023992.199,33N
260309303,TRUE,1998-09-02 18-00-00,14.77700181,45.34537915,aa,"wanted to cross road (?), went back down in doline sniffing through garbage",4,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,482530.243,5021342.994,33N
260309304,TRUE,1998-09-08 11-30-00,14.7191633,45.36459871,ii,,2,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,478006.6007,5023492.349,33N
260309305,TRUE,1998-09-12 15-00-00,14.76310176,45.3889946,nm,,3,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,481455.5656,5026191.539,33N
260309306,TRUE,1998-09-21 11-00-00,14.75101702,45.37817055,aa,handantenne defekt,1,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,480505.8506,5024991.899,33N
260309307,TRUE,1998-09-22 09-45-00,14.78161581,45.38993135,aa,,3,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,482905.1305,5026291.509,33N
260309308,TRUE,1998-10-09 20-00-00,14.77692758,45.3642762,aa,,2,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,482530.243,5023442.364,33N
260309309,TRUE,1998-10-18 11-30-00,14.78421707,45.3775632,aa,"tracks in underpassage close to the location, but in other direction",3,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,483105.0705,5024916.922,33N
260309310,TRUE,1998-10-19 13-00-00,14.80536167,45.35510457,aa,,2,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,484754.5755,5022417.672,33N
260309311,TRUE,1998-10-22 16-30-00,14.7699775,45.26797604,aa,,3,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,481955.4155,5012745.575,33N
260309312,TRUE,1998-11-08 18-00-00,14.78322973,45.30174737,aa,,1,radio-transmitter,Ursus arctos,dinko,dinko,Brown bear Slovenia 1993-1999,483005.1005,5016494.45,33N
260309314,TRUE,1997-05-04 02-00-00,14.30316616,45.86987049,aa,capture.  Chased him away at 300,4,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,445916.2316,5079825.443,33N
260309315,TRUE,1997-05-05 16-35-00,14.32397279,45.90666168,nm,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,447565.7366,5083899.22,33N
260309316,TRUE,1997-05-07 11-50-00,14.31387646,45.91537436,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,446790.9691,5084873.928,33N
260309317,TRUE,1997-05-09 14-05-00,14.33501348,45.92652161,ii,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,448440.474,5086098.56,33N
260309318,TRUE,1997-05-10 11-50-00,14.31801338,45.91967308,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,447115.8716,5085348.785,33N
260309319,TRUE,1997-05-12 16-30-00,14.3154324,45.91988259,ii,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,446915.9316,5085373.777,33N
260309320,TRUE,1997-05-13 03-30-00,14.33724734,45.90134075,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,448590.429,5083299.4,33N
260309321,TRUE,1997-05-14 21-35-00,14.30131032,45.86378559,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,445766.2766,5079150.645,33N
260309322,TRUE,1997-05-15 18-10-00,14.3251547,45.88889796,aa,,4,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,447640.7141,5081924.813,33N
260309323,TRUE,1997-05-18 14-00-00,14.33469923,45.92584495,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,448415.4815,5086023.582,33N
260309324,TRUE,1997-05-19 19-45-00,14.29939498,45.91371188,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,445666.3066,5084698.98,33N
260309325,TRUE,1997-05-20 14-50-00,14.29370878,45.90467907,aa,,1,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,445216.4416,5083699.28,33N
260309326,TRUE,1997-05-21 15-30-00,14.30019777,45.90111986,ii,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,445716.2916,5083299.4,33N
260309327,TRUE,1997-05-23 11-30-00,14.27192648,45.89486969,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,443516.9517,5082624.603,33N
260309328,TRUE,1997-05-24 08-20-00,14.27652976,45.88770066,aa,am,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,443866.8467,5081824.843,33N
260309329,TRUE,1997-05-27 15-45-00,14.33223946,45.91593303,ii,"searched for bed, not find, find plenty beas signs",4,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,448215.5416,5084923.913,33N
260309330,TRUE,1997-05-28 10-45-00,14.33273838,45.92808296,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,448265.5266,5086273.507,33N
260309331,TRUE,1997-05-29 13-00-00,14.33144907,45.92807542,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,448165.5566,5086273.507,33N
260309332,TRUE,1997-05-30 12-00-00,14.31331241,45.90884757,ii,,4,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,446740.9841,5084149.145,33N
260309333,TRUE,1997-06-01 16-50-00,14.32826722,45.89791413,aa,propably she was on sumni vrh and haded n during telemetry,2,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,447890.6391,5082924.513,33N
260309334,TRUE,1997-06-03 12-15-00,14.32989703,45.92311755,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,448040.5941,5085723.672,33N
260309335,TRUE,1997-06-04 18-30-00,14.31357362,45.91379793,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,446765.9766,5084698.98,33N
260309336,TRUE,1997-06-05 12-45-00,14.31458465,45.91020488,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,446840.9541,5084299.1,33N
260309337,TRUE,1997-06-06 18-45-00,14.30940679,45.91197326,aa,,3,radio-transmitter,Ursus arctos,dusan,dusan,Brown bear Slovenia 1993-1999,446441.0741,5084499.04,33N
